number,construction,sentence,item,grammaticality
1216,n_pn,None of the mountaineers will change [MASK] lives.,any,1
1217,n_pn,It is not the case that the mountaineers will change [MASK] lives.,any,1
1218,n_prel,No mountaineers which I have studied will change [MASK] lives.,any,1
1219,n_prel,None of the mountaineers which I have studied will change [MASK] lives.,any,1
1220,n_prel,It is not the case that the mountaineers which I have studied will change [MASK] lives.,any,1
1221,n_ppp,No mountaineers in these places will change [MASK] lives.,any,1
1222,n_ppp,None of the mountaineers in these places will change [MASK] lives.,any,1
1223,n_ppp,It is not the case that mountaineers in these places will change [MASK] lives.,any,1
1224,n_nrel,No mountaineers which I have not studied will change [MASK] lives.,any,1
1225,n_nrel,None of the mountaineers which I have not have studied will change [MASK] lives.,any,1
1226,n_nrel,It is not the case that the mountaineers which I have not studied will change [MASK] lives.,any,1
1227,n_npp,No mountaineers in none of these places will change [MASK] lives.,any,1
1228,n_npp,None of the mountaineers in none of these places will change [MASK] lives.,any,1
1229,n_npp,It is not the case that mountaineers in none of these places will change [MASK] lives.,any,1
1230,p_pn,The mountaineers impress [MASK] ambassadors.,any,0
1231,p_pn,Many of the mountaineers impress [MASK] ambassadors.,any,0
1232,p_pn,It is the case that the mountaineers impress [MASK] ambassadors.,any,0
1233,p_prel,The mountaineers which I have studied impress [MASK] ambassadors.,any,0
1234,p_prel,Many of the mountaineers which I have studied impress [MASK] ambassadors.,any,0
1235,p_prel,It is the case that mountaineers which I have studied impress [MASK] ambassadors.,any,0
1236,p_ppp,The mountaineers in these places impress [MASK] ambassadors.,any,0
1237,p_ppp,Many of the mountaineers in these places impress [MASK] ambassadors.,any,0
1238,p_ppp,It is the case that the mountaineers in these places impress [MASK] ambassadors.,any,0
1239,p_nrel,The mountaineers which I have not studied impress [MASK] ambassadors.,any,1
1240,p_nrel,Many of the mountaineers which I have not studied impress [MASK] ambassadors.,any,1
1241,p_nrel,It is the case that the mountaineers which I have not studied impress [MASK] ambassadors.,any,1
1242,p_npp,The mountaineers in none of these places impress [MASK] ambassadors.,any,1
1243,p_npp,Many of the mountaineers in none of these places impress [MASK] ambassadors.,any,1
1244,p_npp,It is the case that mountaineers in none of these places impress [MASK] ambassadors.,any,1
1245,n_pn,No mountaineers impress [MASK] ambassadors.,any,1
1246,n_pn,None of the mountaineers impress [MASK] ambassadors.,any,1
1247,n_pn,It is not the case that the mountaineers impress [MASK] ambassadors.,any,1
1248,n_prel,No mountaineers which I have studied impress [MASK] ambassadors.,any,1
1249,n_prel,None of the mountaineers which I have studied impress [MASK] ambassadors.,any,1
1250,n_prel,It is not the case that the mountaineers which I have studied impress [MASK] ambassadors.,any,1
1251,n_ppp,No mountaineers in these places impress [MASK] ambassadors.,any,1
1252,n_ppp,None of the mountaineers in these places impress [MASK] ambassadors.,any,1
1253,n_ppp,It is not the case that mountaineers in these places impress [MASK] ambassadors.,any,1
1254,n_nrel,No mountaineers which I have not studied impress [MASK] ambassadors.,any,1
1255,n_nrel,None of the mountaineers which I have not have studied impress [MASK] ambassadors.,any,1
1256,n_nrel,It is not the case that the mountaineers which I have not studied impress [MASK] ambassadors.,any,1
1257,n_npp,No mountaineers in none of these places impress [MASK] ambassadors.,any,1
1258,n_npp,None of the mountaineers in none of these places impress [MASK] ambassadors.,any,1
1259,n_npp,It is not the case that mountaineers in none of these places impress [MASK] ambassadors.,any,1
1260,p_pn,The planets have done [MASK] harm.,any,0
1261,p_pn,Many of the planets have done [MASK] harm.,any,0
1262,p_pn,It is the case that the planets have done [MASK] harm.,any,0
1263,p_prel,The planets which I have studied have done [MASK] harm.,any,0
1264,p_prel,Many of the planets which I have studied have done [MASK] harm.,any,0
1265,p_prel,It is the case that planets which I have studied have done [MASK] harm.,any,0
1266,p_ppp,The planets in these places have done [MASK] harm.,any,0
1267,p_ppp,Many of the planets in these places have done [MASK] harm.,any,0
1268,p_ppp,It is the case that the planets in these places have done [MASK] harm.,any,0
1269,p_nrel,The planets which I have not studied have done [MASK] harm.,any,1
1270,p_nrel,Many of the planets which I have not studied have done [MASK] harm.,any,1
1271,p_nrel,It is the case that the planets which I have not studied have done [MASK] harm.,any,1
1272,p_npp,The planets in none of these places have done [MASK] harm.,any,1
1273,p_npp,Many of the planets in none of these places have done [MASK] harm.,any,1
1274,p_npp,It is the case that planets in none of these places have done [MASK] harm.,any,1
1275,n_pn,No planets have done [MASK] harm.,any,1
1276,n_pn,None of the planets have done [MASK] harm.,any,1
1277,n_pn,It is not the case that the planets have done [MASK] harm.,any,1
1278,n_prel,No planets which I have studied have done [MASK] harm.,any,1
1279,n_prel,None of the planets which I have studied have done [MASK] harm.,any,1
1280,n_prel,It is not the case that the planets which I have studied have done [MASK] harm.,any,1
1281,n_ppp,No planets in these places have done [MASK] harm.,any,1
1282,n_ppp,None of the planets in these places have done [MASK] harm.,any,1
1283,n_ppp,It is not the case that planets in these places have done [MASK] harm.,any,1
1284,n_nrel,No planets which I have not studied have done [MASK] harm.,any,1
1285,n_nrel,None of the planets which I have not have studied have done [MASK] harm.,any,1
1286,n_nrel,It is not the case that the planets which I have not studied have done [MASK] harm.,any,1
1287,n_npp,No planets in none of these places have done [MASK] harm.,any,1
1288,n_npp,None of the planets in none of these places have done [MASK] harm.,any,1
1289,n_npp,It is not the case that planets in none of these places have done [MASK] harm.,any,1
1290,p_pn,The planets will impact [MASK] legislation.,any,0
1291,p_pn,Many of the planets will impact [MASK] legislation.,any,0
1292,p_pn,It is the case that the planets will impact [MASK] legislation.,any,0
1293,p_prel,The planets which I have studied will impact [MASK] legislation.,any,0
1294,p_prel,Many of the planets which I have studied will impact [MASK] legislation.,any,0
1295,p_prel,It is the case that planets which I have studied will impact [MASK] legislation.,any,0
1296,p_ppp,The planets in these places will impact [MASK] legislation.,any,0
1297,p_ppp,Many of the planets in these places will impact [MASK] legislation.,any,0
1298,p_ppp,It is the case that the planets in these places will impact [MASK] legislation.,any,0
1299,p_nrel,The planets which I have not studied will impact [MASK] legislation.,any,1
1300,p_nrel,Many of the planets which I have not studied will impact [MASK] legislation.,any,1
1301,p_nrel,It is the case that the planets which I have not studied will impact [MASK] legislation.,any,1
1302,p_npp,The planets in none of these places will impact [MASK] legislation.,any,1
1303,p_npp,Many of the planets in none of these places will impact [MASK] legislation.,any,1
1304,p_npp,It is the case that planets in none of these places will impact [MASK] legislation.,any,1
1305,n_pn,No planets will impact [MASK] legislation.,any,1
1306,n_pn,None of the planets will impact [MASK] legislation.,any,1
1307,n_pn,It is not the case that the planets will impact [MASK] legislation.,any,1
1308,n_prel,No planets which I have studied will impact [MASK] legislation.,any,1
1309,n_prel,None of the planets which I have studied will impact [MASK] legislation.,any,1
1310,n_prel,It is not the case that the planets which I have studied will impact [MASK] legislation.,any,1
1311,n_ppp,No planets in these places will impact [MASK] legislation.,any,1
1312,n_ppp,None of the planets in these places will impact [MASK] legislation.,any,1
1313,n_ppp,It is not the case that planets in these places will impact [MASK] legislation.,any,1
1314,n_nrel,No planets which I have not studied will impact [MASK] legislation.,any,1
1315,n_nrel,None of the planets which I have not have studied will impact [MASK] legislation.,any,1
1316,n_nrel,It is not the case that the planets which I have not studied will impact [MASK] legislation.,any,1
1317,n_npp,No planets in none of these places will impact [MASK] legislation.,any,1
1318,n_npp,None of the planets in none of these places will impact [MASK] legislation.,any,1
1319,n_npp,It is not the case that planets in none of these places will impact [MASK] legislation.,any,1
1320,p_pn,The planets confuse [MASK] astronomers.,any,0
1321,p_pn,Many of the planets confuse [MASK] astronomers.,any,0
1322,p_pn,It is the case that the planets confuse [MASK] astronomers.,any,0
1323,p_prel,The planets which I have studied confuse [MASK] astronomers.,any,0
1324,p_prel,Many of the planets which I have studied confuse [MASK] astronomers.,any,0
1325,p_prel,It is the case that planets which I have studied confuse [MASK] astronomers.,any,0
1326,p_ppp,The planets in these places confuse [MASK] astronomers.,any,0
1327,p_ppp,Many of the planets in these places confuse [MASK] astronomers.,any,0
1328,p_ppp,It is the case that the planets in these places confuse [MASK] astronomers.,any,0
1329,p_nrel,The planets which I have not studied confuse [MASK] astronomers.,any,1
1330,p_nrel,Many of the planets which I have not studied confuse [MASK] astronomers.,any,1
1331,p_nrel,It is the case that the planets which I have not studied confuse [MASK] astronomers.,any,1
1332,p_npp,The planets in none of these places confuse [MASK] astronomers.,any,1
1333,p_npp,Many of the planets in none of these places confuse [MASK] astronomers.,any,1
1334,p_npp,It is the case that planets in none of these places confuse [MASK] astronomers.,any,1
1335,n_pn,No planets confuse [MASK] astronomers.,any,1
1336,n_pn,None of the planets confuse [MASK] astronomers.,any,1
1337,n_pn,It is not the case that the planets confuse [MASK] astronomers.,any,1
1338,n_prel,No planets which I have studied confuse [MASK] astronomers.,any,1
1339,n_prel,None of the planets which I have studied confuse [MASK] astronomers.,any,1
1340,n_prel,It is not the case that the planets which I have studied confuse [MASK] astronomers.,any,1
1341,n_ppp,No planets in these places confuse [MASK] astronomers.,any,1
1342,n_ppp,None of the planets in these places confuse [MASK] astronomers.,any,1
1343,n_ppp,It is not the case that planets in these places confuse [MASK] astronomers.,any,1
1344,n_nrel,No planets which I have not studied confuse [MASK] astronomers.,any,1
1345,n_nrel,None of the planets which I have not have studied confuse [MASK] astronomers.,any,1
1346,n_nrel,It is not the case that the planets which I have not studied confuse [MASK] astronomers.,any,1
1347,n_npp,No planets in none of these places confuse [MASK] astronomers.,any,1
1348,n_npp,None of the planets in none of these places confuse [MASK] astronomers.,any,1
1349,n_npp,It is not the case that planets in none of these places confuse [MASK] astronomers.,any,1
1350,p_pn,The planets inspired [MASK] revolutions.,any,0
1351,p_pn,Many of the planets inspired [MASK] revolutions.,any,0
1352,p_pn,It is the case that the planets inspired [MASK] revolutions.,any,0
1353,p_prel,The planets which I have studied inspired [MASK] revolutions.,any,0
1354,p_prel,Many of the planets which I have studied inspired [MASK] revolutions.,any,0
1355,p_prel,It is the case that planets which I have studied inspired [MASK] revolutions.,any,0
1356,p_ppp,The planets in these places inspired [MASK] revolutions.,any,0
1357,p_ppp,Many of the planets in these places inspired [MASK] revolutions.,any,0
1358,p_ppp,It is the case that the planets in these places inspired [MASK] revolutions.,any,0
1359,p_nrel,The planets which I have not studied inspired [MASK] revolutions.,any,1
1360,p_nrel,Many of the planets which I have not studied inspired [MASK] revolutions.,any,1
1361,p_nrel,It is the case that the planets which I have not studied inspired [MASK] revolutions.,any,1
1362,p_npp,The planets in none of these places inspired [MASK] revolutions.,any,1
1363,p_npp,Many of the planets in none of these places inspired [MASK] revolutions.,any,1
1364,p_npp,It is the case that planets in none of these places inspired [MASK] revolutions.,any,1
1365,n_pn,No planets inspired [MASK] revolutions.,any,1
1366,n_pn,None of the planets inspired [MASK] revolutions.,any,1
1367,n_pn,It is not the case that the planets inspired [MASK] revolutions.,any,1
1368,n_prel,No planets which I have studied inspired [MASK] revolutions.,any,1
1369,n_prel,None of the planets which I have studied inspired [MASK] revolutions.,any,1
1370,n_prel,It is not the case that the planets which I have studied inspired [MASK] revolutions.,any,1
1371,n_ppp,No planets in these places inspired [MASK] revolutions.,any,1
1372,n_ppp,None of the planets in these places inspired [MASK] revolutions.,any,1
1373,n_ppp,It is not the case that planets in these places inspired [MASK] revolutions.,any,1
1374,n_nrel,No planets which I have not studied inspired [MASK] revolutions.,any,1
1375,n_nrel,None of the planets which I have not have studied inspired [MASK] revolutions.,any,1
1376,n_nrel,It is not the case that the planets which I have not studied inspired [MASK] revolutions.,any,1
1377,n_npp,No planets in none of these places inspired [MASK] revolutions.,any,1
1378,n_npp,None of the planets in none of these places inspired [MASK] revolutions.,any,1
1379,n_npp,It is not the case that planets in none of these places inspired [MASK] revolutions.,any,1
1380,p_pn,The planets will change [MASK] lives.,any,0
1381,p_pn,Many of the planets will change [MASK] lives.,any,0
1382,p_pn,It is the case that the planets will change [MASK] lives.,any,0
1383,p_prel,The planets which I have studied will change [MASK] lives.,any,0
1384,p_prel,Many of the planets which I have studied will change [MASK] lives.,any,0
1385,p_prel,It is the case that planets which I have studied will change [MASK] lives.,any,0
1386,p_ppp,The planets in these places will change [MASK] lives.,any,0
1387,p_ppp,Many of the planets in these places will change [MASK] lives.,any,0
1388,p_ppp,It is the case that the planets in these places will change [MASK] lives.,any,0
1389,p_nrel,The planets which I have not studied will change [MASK] lives.,any,1
1390,p_nrel,Many of the planets which I have not studied will change [MASK] lives.,any,1
1391,p_nrel,It is the case that the planets which I have not studied will change [MASK] lives.,any,1
1392,p_npp,The planets in none of these places will change [MASK] lives.,any,1
1393,p_npp,Many of the planets in none of these places will change [MASK] lives.,any,1
1394,p_npp,It is the case that planets in none of these places will change [MASK] lives.,any,1
1395,n_pn,No planets will change [MASK] lives.,any,1
1396,n_pn,None of the planets will change [MASK] lives.,any,1
1397,n_pn,It is not the case that the planets will change [MASK] lives.,any,1
1398,n_prel,No planets which I have studied will change [MASK] lives.,any,1
1399,n_prel,None of the planets which I have studied will change [MASK] lives.,any,1
1400,n_prel,It is not the case that the planets which I have studied will change [MASK] lives.,any,1
1401,n_ppp,No planets in these places will change [MASK] lives.,any,1
1402,n_ppp,None of the planets in these places will change [MASK] lives.,any,1
1403,n_ppp,It is not the case that planets in these places will change [MASK] lives.,any,1
1404,n_nrel,No planets which I have not studied will change [MASK] lives.,any,1
1405,n_nrel,None of the planets which I have not have studied will change [MASK] lives.,any,1
1406,n_nrel,It is not the case that the planets which I have not studied will change [MASK] lives.,any,1
1407,n_npp,No planets in none of these places will change [MASK] lives.,any,1
1408,n_npp,None of the planets in none of these places will change [MASK] lives.,any,1
1409,n_npp,It is not the case that planets in none of these places will change [MASK] lives.,any,1
1410,p_pn,The planets impress [MASK] ambassadors.,any,0
1411,p_pn,Many of the planets impress [MASK] ambassadors.,any,0
1412,p_pn,It is the case that the planets impress [MASK] ambassadors.,any,0
1413,p_prel,The planets which I have studied impress [MASK] ambassadors.,any,0
1414,p_prel,Many of the planets which I have studied impress [MASK] ambassadors.,any,0
1415,p_prel,It is the case that planets which I have studied impress [MASK] ambassadors.,any,0
1416,p_ppp,The planets in these places impress [MASK] ambassadors.,any,0
1417,p_ppp,Many of the planets in these places impress [MASK] ambassadors.,any,0
1418,p_ppp,It is the case that the planets in these places impress [MASK] ambassadors.,any,0
1419,p_nrel,The planets which I have not studied impress [MASK] ambassadors.,any,1
1420,p_nrel,Many of the planets which I have not studied impress [MASK] ambassadors.,any,1
1421,p_nrel,It is the case that the planets which I have not studied impress [MASK] ambassadors.,any,1
1422,p_npp,The planets in none of these places impress [MASK] ambassadors.,any,1
1423,p_npp,Many of the planets in none of these places impress [MASK] ambassadors.,any,1
1424,p_npp,It is the case that planets in none of these places impress [MASK] ambassadors.,any,1
1425,n_pn,No planets impress [MASK] ambassadors.,any,1
1426,n_pn,None of the planets impress [MASK] ambassadors.,any,1
1427,n_pn,It is not the case that the planets impress [MASK] ambassadors.,any,1
1428,n_prel,No planets which I have studied impress [MASK] ambassadors.,any,1
1429,n_prel,None of the planets which I have studied impress [MASK] ambassadors.,any,1
1430,n_prel,It is not the case that the planets which I have studied impress [MASK] ambassadors.,any,1
1431,n_ppp,No planets in these places impress [MASK] ambassadors.,any,1
1432,n_ppp,None of the planets in these places impress [MASK] ambassadors.,any,1
1433,n_ppp,It is not the case that planets in these places impress [MASK] ambassadors.,any,1
1434,n_nrel,No planets which I have not studied impress [MASK] ambassadors.,any,1
1435,n_nrel,None of the planets which I have not have studied impress [MASK] ambassadors.,any,1
1436,n_nrel,It is not the case that the planets which I have not studied impress [MASK] ambassadors.,any,1
1437,n_npp,No planets in none of these places impress [MASK] ambassadors.,any,1
1438,n_npp,None of the planets in none of these places impress [MASK] ambassadors.,any,1
1439,n_npp,It is not the case that planets in none of these places impress [MASK] ambassadors.,any,1
1440,p_pn,The cabinets have done [MASK] harm.,any,0
1441,p_pn,Many of the cabinets have done [MASK] harm.,any,0
1442,p_pn,It is the case that the cabinets have done [MASK] harm.,any,0
1443,p_prel,The cabinets which I have studied have done [MASK] harm.,any,0
1444,p_prel,Many of the cabinets which I have studied have done [MASK] harm.,any,0
1445,p_prel,It is the case that cabinets which I have studied have done [MASK] harm.,any,0
1446,p_ppp,The cabinets in these places have done [MASK] harm.,any,0
1447,p_ppp,Many of the cabinets in these places have done [MASK] harm.,any,0
1448,p_ppp,It is the case that the cabinets in these places have done [MASK] harm.,any,0
1449,p_nrel,The cabinets which I have not studied have done [MASK] harm.,any,1
1450,p_nrel,Many of the cabinets which I have not studied have done [MASK] harm.,any,1
1451,p_nrel,It is the case that the cabinets which I have not studied have done [MASK] harm.,any,1
1452,p_npp,The cabinets in none of these places have done [MASK] harm.,any,1
1453,p_npp,Many of the cabinets in none of these places have done [MASK] harm.,any,1
1454,p_npp,It is the case that cabinets in none of these places have done [MASK] harm.,any,1
1455,n_pn,No cabinets have done [MASK] harm.,any,1
1456,n_pn,None of the cabinets have done [MASK] harm.,any,1
1457,n_pn,It is not the case that the cabinets have done [MASK] harm.,any,1
1458,n_prel,No cabinets which I have studied have done [MASK] harm.,any,1
1459,n_prel,None of the cabinets which I have studied have done [MASK] harm.,any,1
1460,n_prel,It is not the case that the cabinets which I have studied have done [MASK] harm.,any,1
1461,n_ppp,No cabinets in these places have done [MASK] harm.,any,1
1462,n_ppp,None of the cabinets in these places have done [MASK] harm.,any,1
1463,n_ppp,It is not the case that cabinets in these places have done [MASK] harm.,any,1
1464,n_nrel,No cabinets which I have not studied have done [MASK] harm.,any,1
1465,n_nrel,None of the cabinets which I have not have studied have done [MASK] harm.,any,1
1466,n_nrel,It is not the case that the cabinets which I have not studied have done [MASK] harm.,any,1
1467,n_npp,No cabinets in none of these places have done [MASK] harm.,any,1
1468,n_npp,None of the cabinets in none of these places have done [MASK] harm.,any,1
1469,n_npp,It is not the case that cabinets in none of these places have done [MASK] harm.,any,1
1470,p_pn,The cabinets will impact [MASK] legislation.,any,0
1471,p_pn,Many of the cabinets will impact [MASK] legislation.,any,0
1472,p_pn,It is the case that the cabinets will impact [MASK] legislation.,any,0
1473,p_prel,The cabinets which I have studied will impact [MASK] legislation.,any,0
1474,p_prel,Many of the cabinets which I have studied will impact [MASK] legislation.,any,0
1475,p_prel,It is the case that cabinets which I have studied will impact [MASK] legislation.,any,0
1476,p_ppp,The cabinets in these places will impact [MASK] legislation.,any,0
1477,p_ppp,Many of the cabinets in these places will impact [MASK] legislation.,any,0
1478,p_ppp,It is the case that the cabinets in these places will impact [MASK] legislation.,any,0
1479,p_nrel,The cabinets which I have not studied will impact [MASK] legislation.,any,1
1480,p_nrel,Many of the cabinets which I have not studied will impact [MASK] legislation.,any,1
1481,p_nrel,It is the case that the cabinets which I have not studied will impact [MASK] legislation.,any,1
1482,p_npp,The cabinets in none of these places will impact [MASK] legislation.,any,1
1483,p_npp,Many of the cabinets in none of these places will impact [MASK] legislation.,any,1
1484,p_npp,It is the case that cabinets in none of these places will impact [MASK] legislation.,any,1
1485,n_pn,No cabinets will impact [MASK] legislation.,any,1
1486,n_pn,None of the cabinets will impact [MASK] legislation.,any,1
1487,n_pn,It is not the case that the cabinets will impact [MASK] legislation.,any,1
1488,n_prel,No cabinets which I have studied will impact [MASK] legislation.,any,1
1489,n_prel,None of the cabinets which I have studied will impact [MASK] legislation.,any,1
1490,n_prel,It is not the case that the cabinets which I have studied will impact [MASK] legislation.,any,1
1491,n_ppp,No cabinets in these places will impact [MASK] legislation.,any,1
1492,n_ppp,None of the cabinets in these places will impact [MASK] legislation.,any,1
1493,n_ppp,It is not the case that cabinets in these places will impact [MASK] legislation.,any,1
1494,n_nrel,No cabinets which I have not studied will impact [MASK] legislation.,any,1
1495,n_nrel,None of the cabinets which I have not have studied will impact [MASK] legislation.,any,1
1496,n_nrel,It is not the case that the cabinets which I have not studied will impact [MASK] legislation.,any,1
1497,n_npp,No cabinets in none of these places will impact [MASK] legislation.,any,1
1498,n_npp,None of the cabinets in none of these places will impact [MASK] legislation.,any,1
1499,n_npp,It is not the case that cabinets in none of these places will impact [MASK] legislation.,any,1
1500,p_pn,The cabinets confuse [MASK] astronomers.,any,0
1501,p_pn,Many of the cabinets confuse [MASK] astronomers.,any,0
1502,p_pn,It is the case that the cabinets confuse [MASK] astronomers.,any,0
1503,p_prel,The cabinets which I have studied confuse [MASK] astronomers.,any,0
1504,p_prel,Many of the cabinets which I have studied confuse [MASK] astronomers.,any,0
1505,p_prel,It is the case that cabinets which I have studied confuse [MASK] astronomers.,any,0
1506,p_ppp,The cabinets in these places confuse [MASK] astronomers.,any,0
1507,p_ppp,Many of the cabinets in these places confuse [MASK] astronomers.,any,0
1508,p_ppp,It is the case that the cabinets in these places confuse [MASK] astronomers.,any,0
1509,p_nrel,The cabinets which I have not studied confuse [MASK] astronomers.,any,1
1510,p_nrel,Many of the cabinets which I have not studied confuse [MASK] astronomers.,any,1
1511,p_nrel,It is the case that the cabinets which I have not studied confuse [MASK] astronomers.,any,1
1512,p_npp,The cabinets in none of these places confuse [MASK] astronomers.,any,1
1513,p_npp,Many of the cabinets in none of these places confuse [MASK] astronomers.,any,1
1514,p_npp,It is the case that cabinets in none of these places confuse [MASK] astronomers.,any,1
1515,n_pn,No cabinets confuse [MASK] astronomers.,any,1
1516,n_pn,None of the cabinets confuse [MASK] astronomers.,any,1
1517,n_pn,It is not the case that the cabinets confuse [MASK] astronomers.,any,1
1518,n_prel,No cabinets which I have studied confuse [MASK] astronomers.,any,1
1519,n_prel,None of the cabinets which I have studied confuse [MASK] astronomers.,any,1
1520,n_prel,It is not the case that the cabinets which I have studied confuse [MASK] astronomers.,any,1
1521,n_ppp,No cabinets in these places confuse [MASK] astronomers.,any,1
1522,n_ppp,None of the cabinets in these places confuse [MASK] astronomers.,any,1
1523,n_ppp,It is not the case that cabinets in these places confuse [MASK] astronomers.,any,1
1524,n_nrel,No cabinets which I have not studied confuse [MASK] astronomers.,any,1
1525,n_nrel,None of the cabinets which I have not have studied confuse [MASK] astronomers.,any,1
1526,n_nrel,It is not the case that the cabinets which I have not studied confuse [MASK] astronomers.,any,1
1527,n_npp,No cabinets in none of these places confuse [MASK] astronomers.,any,1
1528,n_npp,None of the cabinets in none of these places confuse [MASK] astronomers.,any,1
1529,n_npp,It is not the case that cabinets in none of these places confuse [MASK] astronomers.,any,1
1530,p_pn,The cabinets inspired [MASK] revolutions.,any,0
1531,p_pn,Many of the cabinets inspired [MASK] revolutions.,any,0
1532,p_pn,It is the case that the cabinets inspired [MASK] revolutions.,any,0
1533,p_prel,The cabinets which I have studied inspired [MASK] revolutions.,any,0
1534,p_prel,Many of the cabinets which I have studied inspired [MASK] revolutions.,any,0
1535,p_prel,It is the case that cabinets which I have studied inspired [MASK] revolutions.,any,0
1536,p_ppp,The cabinets in these places inspired [MASK] revolutions.,any,0
1537,p_ppp,Many of the cabinets in these places inspired [MASK] revolutions.,any,0
1538,p_ppp,It is the case that the cabinets in these places inspired [MASK] revolutions.,any,0
1539,p_nrel,The cabinets which I have not studied inspired [MASK] revolutions.,any,1
1540,p_nrel,Many of the cabinets which I have not studied inspired [MASK] revolutions.,any,1
1541,p_nrel,It is the case that the cabinets which I have not studied inspired [MASK] revolutions.,any,1
1542,p_npp,The cabinets in none of these places inspired [MASK] revolutions.,any,1
1543,p_npp,Many of the cabinets in none of these places inspired [MASK] revolutions.,any,1
1544,p_npp,It is the case that cabinets in none of these places inspired [MASK] revolutions.,any,1
1545,n_pn,No cabinets inspired [MASK] revolutions.,any,1
1546,n_pn,None of the cabinets inspired [MASK] revolutions.,any,1
1547,n_pn,It is not the case that the cabinets inspired [MASK] revolutions.,any,1
1548,n_prel,No cabinets which I have studied inspired [MASK] revolutions.,any,1
1549,n_prel,None of the cabinets which I have studied inspired [MASK] revolutions.,any,1
1550,n_prel,It is not the case that the cabinets which I have studied inspired [MASK] revolutions.,any,1
1551,n_ppp,No cabinets in these places inspired [MASK] revolutions.,any,1
1552,n_ppp,None of the cabinets in these places inspired [MASK] revolutions.,any,1
1553,n_ppp,It is not the case that cabinets in these places inspired [MASK] revolutions.,any,1
1554,n_nrel,No cabinets which I have not studied inspired [MASK] revolutions.,any,1
1555,n_nrel,None of the cabinets which I have not have studied inspired [MASK] revolutions.,any,1
1556,n_nrel,It is not the case that the cabinets which I have not studied inspired [MASK] revolutions.,any,1
1557,n_npp,No cabinets in none of these places inspired [MASK] revolutions.,any,1
1558,n_npp,None of the cabinets in none of these places inspired [MASK] revolutions.,any,1
1559,n_npp,It is not the case that cabinets in none of these places inspired [MASK] revolutions.,any,1
1560,p_pn,The cabinets will change [MASK] lives.,any,0
1561,p_pn,Many of the cabinets will change [MASK] lives.,any,0
1562,p_pn,It is the case that the cabinets will change [MASK] lives.,any,0
1563,p_prel,The cabinets which I have studied will change [MASK] lives.,any,0
1564,p_prel,Many of the cabinets which I have studied will change [MASK] lives.,any,0
1565,p_prel,It is the case that cabinets which I have studied will change [MASK] lives.,any,0
1566,p_ppp,The cabinets in these places will change [MASK] lives.,any,0
1567,p_ppp,Many of the cabinets in these places will change [MASK] lives.,any,0
1568,p_ppp,It is the case that the cabinets in these places will change [MASK] lives.,any,0
1569,p_nrel,The cabinets which I have not studied will change [MASK] lives.,any,1
1570,p_nrel,Many of the cabinets which I have not studied will change [MASK] lives.,any,1
1571,p_nrel,It is the case that the cabinets which I have not studied will change [MASK] lives.,any,1
1572,p_npp,The cabinets in none of these places will change [MASK] lives.,any,1
1573,p_npp,Many of the cabinets in none of these places will change [MASK] lives.,any,1
1574,p_npp,It is the case that cabinets in none of these places will change [MASK] lives.,any,1
1575,n_pn,No cabinets will change [MASK] lives.,any,1
1576,n_pn,None of the cabinets will change [MASK] lives.,any,1
1577,n_pn,It is not the case that the cabinets will change [MASK] lives.,any,1
1578,n_prel,No cabinets which I have studied will change [MASK] lives.,any,1
1579,n_prel,None of the cabinets which I have studied will change [MASK] lives.,any,1
1580,n_prel,It is not the case that the cabinets which I have studied will change [MASK] lives.,any,1
1581,n_ppp,No cabinets in these places will change [MASK] lives.,any,1
1582,n_ppp,None of the cabinets in these places will change [MASK] lives.,any,1
1583,n_ppp,It is not the case that cabinets in these places will change [MASK] lives.,any,1
1584,n_nrel,No cabinets which I have not studied will change [MASK] lives.,any,1
1585,n_nrel,None of the cabinets which I have not have studied will change [MASK] lives.,any,1
1586,n_nrel,It is not the case that the cabinets which I have not studied will change [MASK] lives.,any,1
1587,n_npp,No cabinets in none of these places will change [MASK] lives.,any,1
1588,n_npp,None of the cabinets in none of these places will change [MASK] lives.,any,1
1589,n_npp,It is not the case that cabinets in none of these places will change [MASK] lives.,any,1
1590,p_pn,The cabinets impress [MASK] ambassadors.,any,0
1591,p_pn,Many of the cabinets impress [MASK] ambassadors.,any,0
1592,p_pn,It is the case that the cabinets impress [MASK] ambassadors.,any,0
1593,p_prel,The cabinets which I have studied impress [MASK] ambassadors.,any,0
1594,p_prel,Many of the cabinets which I have studied impress [MASK] ambassadors.,any,0
1595,p_prel,It is the case that cabinets which I have studied impress [MASK] ambassadors.,any,0
1596,p_ppp,The cabinets in these places impress [MASK] ambassadors.,any,0
1597,p_ppp,Many of the cabinets in these places impress [MASK] ambassadors.,any,0
1598,p_ppp,It is the case that the cabinets in these places impress [MASK] ambassadors.,any,0
1599,p_nrel,The cabinets which I have not studied impress [MASK] ambassadors.,any,1
1600,p_nrel,Many of the cabinets which I have not studied impress [MASK] ambassadors.,any,1
1601,p_nrel,It is the case that the cabinets which I have not studied impress [MASK] ambassadors.,any,1
1602,p_npp,The cabinets in none of these places impress [MASK] ambassadors.,any,1
1603,p_npp,Many of the cabinets in none of these places impress [MASK] ambassadors.,any,1
1604,p_npp,It is the case that cabinets in none of these places impress [MASK] ambassadors.,any,1
1605,n_pn,No cabinets impress [MASK] ambassadors.,any,1
